Nome;Descrizione;Tipo;Latitudine;Longitudine
Torre di Petrosa;"Torre di sbarramento e cavallara a cinque troniere. Sita su una scogliera e  in posizione elevata, controllava sul versante orientale anche la Marina dell'Uliveto. Costruita a partire dal 1566; l'interno  suddiviso in due livelli. Sulla piazza sono state realizzate una serie di sovrastrutture che hanno ostruito lo spazio occupato dagli armamenti.";torri;40.07393538951874;15.594170093536375
Torre Crestarella;Torre Crestarella oppure torre del Chiatamone, fu costruita nel 1564. Di rilevante importanza strategica per la difesa della Marina, questo luogo fu oggetto nel corso del XVI secolo di interventi finalizzati al presidio da parte dell'Universit della Cava.;torri;40.66944479942322;14.732317328453064
Torre della Punta di Fuenti, di Fuonti o di Santa Maria della Catena;"La torre di santa Maria della Catena fu realizzata nei pressi dell'omonimo porto romano per impedire alle navi corsare di attraccare alla banchina del porto. In epoca vicereale era censita nel territorio dell'Universit della Cava; oggi sorge nel comune di Vietri sul Mare.";torri;40.65782278776169;14.712235629558563
Torre di Bassano;"Fu costruita nel 1563 in prossimit della cala di Fuenti, in cui i pirati saraceni ormeggiavano le loro feluche e da cui partivano per le numerose scorrerie. Proprio una di queste incursioni, pochi anni prima, era costata cara alla vicina Cetara, che fu completamente distrutta, con 300 abitanti deportati; capo dell'assalto era stato il famigerato Sinan Bass (pi famoso col nome temibile di Ariadeno Barbarossa), dal quale sembra che derivi il nome della torre.";torri;40.65788850188255;14.712146446108818
Torre di Marina di Albori;La torre fu edificata poich serviva un avviso sulla montagna. Infatti  situata su un alto e ripido costone roccioso, in prossimit della Marina di Albori. Adibita a torre di avvistamento,  attualmente incorporata in un nuovo edificio e trasformata in abitazione privata. Presenta una struttura a doppia piazza con cinque troniere sul fronte mare.;torri;40.66430568695069;14.71624553203583
Torre di Vietri, della Marina o di Vito Bianchi;La torre, di epoca vicereale, a cinque troniere,  indicativa dellavanzamento della linea di costa dopo lalluvione del 1954, infatti ora risulta lontana dal mare. Oggi  utilizzata come edificio della Guardia di Finanza.;torri;40.66848054528237;14.72260370850563
Rose d'autunno;l naso il vino sprigiona nuances di terriccio, humus, radici, lamponi, ciliegie e melograno. In bocca il sorso  suadente, morbido, sapido, fresco, fruttato, floreale, elegante e polposo. Il finale  molto gradevole, pieno, avviluppante e fragrante. Retrogusto reattivo ed appagante.;vino;40.30038;15.071797
Le Ghiandaie;Colore vivacemente rubino. Note di sottobosco, di fiori appassiti e di spezie. Bocca piena, voluminosa ed opulenta, sostenuta da vibrazioni godibilmente fresche e sapide e con rimandi ancora fruttati e floreali. Persistente retrogusto.;vino;40.30038;15.071797
Valentina;Colore paglierino intenso e carico. Risaltano odorosi sentori di agrumi, acacia, fiori bianchi e vegetali. In bocca il sorso  morbido, disteso, dinamico, slanciato, sapido, minerale, speziato e con sottofondo tostato, vanigliato con note di idrocarburi dopo qualche anno. Persistente e godibile finale.;vino;40.30038;15.071797
San Matteo;Colore giallo paglierino vivace e lucente. Profilo aromatico fitto di nuances godibilmente fruttate, floreali ed erbacee, in cui predominano essenze di biancospino, ginestra, agrumi, pesca e macchia mediterranea. Palato nitido, fresco e felpato, con rimembranze gi percepite al naso.;vino;40.30038;15.071797
Passula;Vino passito. Bel colore dorato, quasi ambrato, con riflessi aranciati. Inebrianti profumi di fichi secchi, mandorle, uva passa, albicocca, pesca gialla, erbe selvatiche e camomilla. In bocca si sente la dolcezza mielosa, ma non  affatto stucchevole, perch il vino  sorretto da unottima acidit. Vezzi ancora fruttati e floreali sul palato, per un vino snello, vellutato, equilibrato, sapido ed elegante. Dolce e lunga persistenza finale.;vino;40.30038;15.071797
Urmi;Colore leggermente pi chiaro rispetto a Le Ghiandaie e al gusto il vino  sicuramente pi morbido e beverino. Il bouquet  fresco e mediterraneo, in cui primeggiano toni fruttati, floreali e salmastri. In bocca il sorso  gradevole, intrigante ed ancora fruttato.;vino;40.30038;15.071797
Fiano;Colore brillante, paglierino con riflessi verdognoli tipici, limpidissimo. Intenso ed elegante, fortemente tipico caratteristico di mandorla amara. Sapore pieno, equilibrato, intenso, caratteristico, di grande corpo, conferma appieno le sensazioni olfattive.;vino;40.324933;14.983715
Cellaia;Aspetto limpidissimo. Colore giallo paglierino con unghia verdignola. Intenso con aromi e profumi delicati. Fruttato con una buona percezione di ginestra e mandorla. Sapore giustamente acidulo, sapido, pieno ed equilibrato, conferma le sensazioni olfattive.;vino;40.324933;14.983715
Cellaia;Colore rosa pi o meno intenso. E dominante la percezione aromatica della rosa e dellalbicocca matura. Si avvertono sfumature di frutta secca. Sapore asciutto, armonico, fresco. retrogusto gradevole, ammandorlato, persistente.;vino;40.324933;14.983715
Proclamo Riserva;Colore rosso rubino intenso, mantiene ununghia di lievi riflessi violacei. Dominano i sentori di marasca e di rosa. Si percepisce il profumo di spezie e tabacco. Sapore pieno, completo, autoritario.;vino;40.324933;14.983715
Piedirosso;Colore rosso rubino pi o meno carico con sfumature granate. Profumo intenso, vinoso, elegante con buona percezione di fruttato. Complesso, finissimo, piacevolmente aromatico. Sapore vellutato, ricco, intenso, persistente, armonioso. Caldo, di grande struttura, appena tannico. Sapore ampio e ben articolato nel quale affiora ricca e piacevole una piena nota aromatica caratteristica.;vino;40.324933;14.983715
Proclamo;Colore rosso rubino intenso, mantiene ununghia di lievi riflessi violacei. Vinoso, intenso, vigoroso, persistente di gran carattere. Dominano i sentori di marasca e di rosa. Si percepisce il profumo di spezie e tabacco. Sapore pieno, completo, autoritario.;vino;40.324933;14.983715
Cellaia;colore rosso rubino carico con riflessi purpurei. Si percepiscono con discrezione sentori di nocciola, marasca, sottobosco e fiori di campo. Sapore vellutato, ricco, intenso persistente, armonioso. E carezzevole nel retrogusto la percezione della rosa appassita e della marasca.;vino;40.324933;14.983715
Proclamo;Colore paglierino chiaro con riflessi marcatamente verdognoli, limpidissimo. Intenso, aromatico, ampio, profumato, caratteristico profumo di nocciola e mandorla amara. Sapore fresco di buon corpo, leggermente acidulo, di ottima qualit complessiva, conferma le sensazioni olfattive.;vino;40.324933;14.983715
Fiorduva;E' un vino dal colore giallo carico con riflessi oro. L'odore ricorda l'albicocca ed i fiori di ginestra, con richiami di frutta esotica. Al gusto  morbido, denso e caratterizzato da una importante persistenza aromatica di albicocca secca, uva passa e canditi.;vino;40.620554;14.548844
Furore;Colore giallo paglierino scarico e delicato profumo di frutta che riporta agli inconfondibili odori mediterranei della zona di origine. Il sapore  ampio ed equilibrato con una lieve dominanza della nota acidula a sostegno della freschezza degli aromi.;vino;40.620554;14.548844
Costa d'Amalfi;Alla vista, il vino si presenta color giallo oro chiaro e lucente. Al naso, sentori di frutta a polpa bianca, di piccoli fiori bianchi e di erbe aromatiche. Al palato, il sorso  fresco, pulito e teso, sostenuto da una notevole trama minerale. Un vino spontaneo e infinitamente piacevole.;vino;40.620554;14.548844
Furore;Colore rosso con riflessi rubino, profumo caratteristico di ciliegia matura liquirizia. Sapore morbido, caratterizzato da un piacevole fondo di note speziate.;vino;40.620554;14.548844
Costa d'Amalfi;Alla vista, il vino si presenta color rosso rubino lucente. Al naso, sentori di frutta a bacca rossa, in particolare ciliegia, di liquirizia e di piccoli fiori selvatici. Al palato, il sorso  fresco, morbido e ricco. Si distende con equilibrio, su una buona trama tannica e richiami speziati.;vino;40.620554;14.548844
Ravello;Colore giallo paglierino con riflessi verdognoli e caratteristico profumo fluttato misto a note floreali. Sapore equilibrato sostenuto da una lieve nota acidula che ne accresce freschezza aromatica.;vino;40.620554;14.548844
Ravello;Colore rosso con riflessi granata, odore intenso di confettura di frutti di bosco. Gusto morbido, ben equilibrato con un finale di liquirizia, vaniglia, spezie;vino;40.620554;14.548844
Costa d'Amalfi Rosato;Si presenta al calice di un bel rosa cerasuolo, intenso e luminoso. Il naso percepisce fragranti e profondi sentori floreali e fruttati, tra i quali si riconoscono la viola e la rosa, poi il lampone e la prugna. Fresca e sorretta da una buona spalla acida la bocca, persistente e sapida in chiusura.;vino;40.620554;14.548844
Furore Rosso Riserva;Colore rosso con riflessi rubino scuro, odore intenso di frutti di bosco a bacca nera, more, ribes, mirtilli. Gusto morbido, ben equilibrato con un finale aromatico di sottobosco e spezie;vino;40.620554;14.548844
Enfasi;Giallo paglierino, fruttato, floreale, intenso e armonico.;vino;40.345408;14.994008
Barricato;Rosso granato, speziato, fruttato, con sentori di frutta matura, marmellata di amarene, viola appassita. Corposo, intenso e persistente.;vino;40.345408;14.994008
Impervio;Rosso rubino carico, speziato, fruttato, corposo.;vino;40.345408;14.994008
Riflesso;Rosso cerasuolo, fruttato, floreale, intenso e armonico;vino;40.345408;14.994008
Aglianico di Baal;Di colore rosso rubino, limpido e brillante, offre al naso sentori fruttati di frutta rossa, rosa canina e liquirizia. In bocca  giustamente morbido e caldo, ben strutturato, persistente, dotato della giusta acidit e di tannini ottimamente integrati dal buon affinamento.;vino;40.647271;14.966125
Bianco di Baal;Di colore dorato con riflessi di miele d'acacia, il Bianco di Baal offre al naso sentori di fiori bianchi e agrumi, muschiato di spezie mediterranee, alloro, salvia e origano su tutte.In bocca fresco, ben strutturato e persistente, dotato di buona acidit.;vino;40.647271;14.966125
Fiano di Baal;Di colore paglierino, intenso e brillante il Fiano di Baal esprime tutta la tipicit del Fiano dellla costa di Salerno.I suoi aromi ricordano la pesca bianca e la mela annurca, il miele di acacia ed i fiori di camomilla. In bocca strutturato, persistente, di una brillante freschezza e di una piacevole sapidit.;vino;40.647271;14.966125
Rosso di Baal;Di colore rosso rubino con sfumature granata, limpido e brillante, offre al naso sentori fruttati di frutta rossa, ciliegia e fragola venate di speziati dolci di cannella e vaniglia.All'aroma di bocca  fresco e fruttato, mediamente strutturato, dotato di media acidit e di una trama tannica gentile, che sostiene il sorso fino in fondo.;vino;40.647271;14.966125
Brigante;Colore rosso rubino con riflessi violacei, intenso e brillante, profumo persistente e fine, sapore corposo, equilibrato ed armonico.;vino;40.617617;15.098111
Gramigna;Vino potente, elegante e di grande personalit. La sua casa  la terra, ma il suo spirito aspira al cielo. Come il fuoco pi ardente  rosso intenso il suo colore, il gusto tutto da scoprire.;vino;40.617617;15.098111
Primavera;Colore rosa cerasuolo, bouquet intenso e fruttato con note di fragola e ciliegia. Palato fresco, fruttato, gradevolmente acido, finale lungo e asciutto.;vino;40.617617;15.098111
Candito;Vino amabile dal colore giallo paglierino, profumo fruttato intenso, aromatico molto persistente, con sentori di frutta e fiori darancio. Sapore dolce in equilibrio con lacidit, persistente ed aromatico.;vino;40.617617;15.098111
Coccinella;Vino pieno ed armonioso. Profumo inebriante ed ammaliante. Il suo carattere conquista.;vino;40.617617;15.098111
Melodia;Colore giallo-verdolino, aroma raffinato e sinuoso, un insieme di suoni si intrecciano a creare una melodia esplosiva di sapori.;vino;40.617617;15.098111
Donnaluna;;vino;40.33029;15.064727
Naima;;vino;40.33029;15.064727
Antece;;vino;40.33029;15.064727
Donnaluna;;vino;40.33029;15.064727
Perella;;vino;40.33029;15.064727
Bacioilcielo;;vino;40.33029;15.064727
Notarius;Colore rosso rubino. Il bouquet che attanaglia le narici  articolato e variegato e ricorda i frutti rossi come la prugna, lamarena, il ribes ed il mirtillo e poi proposizioni terrose, salmastre, tostate e speziate. Bocca ampia e godibile, che incoccia subito un tannino leggermente astringente. Profilo gustativo che rileva freschezza, morbidezza, sapidit e rotondit. Finale armonico ed equilibrato.;vino;40.058018;15.360631
Pante;Colore paglierino con riflessi dorati. Il bouquet  ricco di odorose sensazioni territoriali, che ricordano la pesca, la macchia mediterranea, il gelsomino, il biancospino e la ginestra. Bocca bella estesa che assapora connotazioni sapide, minerali, morbide, fresche e ancora fruttate e floreali, con un ottimo sviluppo palatale. Retrogusto lungo e dinamico.;vino;40.058018;15.360631
Terrae 15;Limpido e vivace colore giallo paglierino. Al naso si colgono piacevoli e fragranti aromi di frutta bianca, di fiori di campo e di erbe aromatiche. In bocca il frutto maturo fonde con perizia la spiccata freschezza dovuta ad una buona acidit di partenza. E poi si riscontrano pungoli sapidi, morbidi, eleganti e vellutati, che accompagnano un finale vitale ed appagante.;vino;40.058018;15.360631
Parmenide;Colore rubino brillante, con lampi purpurei. Ampiezza olfattiva che spazia da prelibate essenze di piccoli frutti del sottobosco a profondi profumi floreali e di macchia mediterranea. In bocca il sorso  morbido, tonico, slanciato ed asciutto, con una trama tannica gi levigata.;vino;40.058018;15.360631
Caracea;Tipico colore paglierino, con riflessi verdolini. Panorama olfattivo intrigante ed intenso, con spiccate e piacevoli nuances agrumate, floreali ed erbacee. Limpatto del sorso sulla lingua  fresco, succoso, suadente, morbido e godibile. Rimembranze ancora fruttate, con virgole citrine, e seguite poi anche da essenze floreali e vegetali.;vino;40.058018;15.360631
Notarius Riserva;;vino;40.058018;15.360631
Vigna Grotta Piana;Vino dal colore giallo paglierino carico tendente al dorato, allolfatto si avvertono profumi floreali e fruttati ed un leggero sentore di vaniglia e di tostato.;vino;40.63809;14.610039
Selva delle Monache - Riserva;"Vino dal colore rosso rubino con riflessi granata, allolfatto si rilevano note di frutta matura, di spezie con nuances tostate dolci; al palato si presenta intenso e persistente dotato di una struttura capace di grande evoluzione.";vino;40.63809;14.610039
Terre Saracene;Vino dal colore giallo paglierino carico tendente al dorato, al naso ha una buona persistenza aromatica con note di fiori di campo, frutta a bacca bianca e mandorla tostata.;vino;40.63809;14.610039
Selva delle Monache;Vino dal gusto fresco e delicato con sentori fruttati e floreali e dal colore rosato tendente al cerasuolo.;vino;40.63809;14.610039
Selva delle Monache;Vino rosso di spiccata tipicit, ricco di struttura, aroma ed eleganza, dal colore rosso rubino e dal bouquet caratterizzato da sentori di frutta a bacca rossa con sfumature di spezie e di violetta.;vino;40.63809;14.610039
Selva delle Monache;Vino esaltante con spiccate caratteristiche, da un bouquet complesso in cui predominano note floreali e di frutta esotica, al palato giustamente fresco. Ha un profumo delicato e gradevole tipico delle uve della Costa dAmalfi.;vino;40.63809;14.610039
Terre Saracene;Vino dal colore rosso rubino intenso, complesso di aromi che ricordano ciliegie mature, frutta in confettura e note di sottobosco, con nuances di violetta.;vino;40.63809;14.610039
Tramonti;Vino dal colore giallo paglierino tenue e dal profumo intenso, di frutta tropicale e note floreali e miele.;vino;40.706354;14.622361
Tramonti;Vino dal colore rosso intenso cardinalizio, dai rilessi violacei. Alla nota fruttata di frutti rossi accompagna una gamma di profumi di rovo e speziati;vino;40.706354;14.622361
Piedirosso;Vino dal colore rosso rubino con netti riflessi violacei. Intenso, frutti rossi, viola. Gusto: morbido e di corpo delicato.;vino;40.706354;14.622361
A' Scippata;Colore rosso intenso, dai rilessi violacei. Profumo intenso e persistente, con  note fruttate di frutti rossi  quali le cerase, di speziati come pepe e un leggero boise.;vino;40.706354;14.622361
Rosato;Si presenta di colore rosato con tonalit lilla, al naso offre una piacevole gamma di profumi di fiori del sottobosco e di frutta.;vino;40.706354;14.622361
Passion;Vino passito dal colore paglierino carico con riflessi verdognoli. Accattivante e spiccato, con note fresche di aghi di pino e sentori di macchia mediterranea, pera sciroppata, e di floreale appassito.;vino;40.706354;14.622361
Colle Santa Marina;Vino dal colore giallo paglierino. Delicato e gradevole con sentori floreali e fruttati.;vino;40.706354;14.622361
Paistom;Dal colore rosa cerasuolo, al naso  fruttato con sentori di fragola e rosa mentre al palato risulta morbido, fresco, e persistente, con i sentori olfattivi che ritornano in bocca.;vino;40.475429;15.036664
Granatum;Dal rosso rubino,intenso. Al naso complesso, intenso e persistente. Al palato strutturato e morbido rivela la sua tipicit.;vino;40.475429;15.036664
Nakes;Dal rosso rubino carico, al naso presentasentori di frutti di bosco, timo, more, marasca, cacao, caff e vaniglia. In bocca  morbido, equilibrato, intenso e persistente.;vino;40.475429;15.036664
Heraion;Dal colore giallo oro, al naso  complesso con sentori di frutta esotica mentre al palato  morbido, intenso e persistente.;vino;40.475429;15.036664
Poseidon;Dal colore Rosso e dal gusto morbido, intenso e persistente.;vino;40.475429;15.036664
Ekkum;Dal colore giallo oro, al naso  complesso con sentori di frutta. Al palato  morbido, equlibrato e persistente.;vino;40.475429;15.036664
Leukos;Dal colore giallo paglierino, al naso  fruttato, floreale, minerale. Al palato  fresco, intenso e persistente.;vino;40.475429;15.036664
Ragis Rosso;Di colore rosso rubinointenso,vivace Il Ragis ha sentoripreponderanti di mirto, macchiamediterranea, marasca, liquirizia e cacao.  vino di carattere maequilibrato al palato, dove dominala grande struttura dell'Aglianico,che gli conferisce beva, buonacapacit d'invecchiamento edevoluzione aromatica.;vino;40.671743;14.717926
Passito;Vino passito dal colore oro brillante. Profumo di fichi secchi ed uva appassita. Gusto dolce e persistente con lungo finale di nocciola tostata, datteri ed albicocche secche.;vino;40.270355;14.94394
Kleos;Colore rosso rubino con riflessi violacei. L'odore ricorda le ciliegie e la confettura di ribes. Al gusto  morbido con note speziate ed un finale fresco e persistente.;vino;40.270355;14.94394
Denazzano;Delicati frutti rossi accompagnati da sentori floreali di rose. Si presenta al palato con una buona acidit ed una notevole persistenza.;vino;40.270355;14.94394
Kratos;Colore giallo paglierino intenso. Odore di frutta esotica, kiwi, miele. Morbido ed equilibrato al gusto con finale floreale e di albicocca secca.;vino;40.270355;14.94394
Cenito;Colore rosso rubino intenso. Odore di ribes, more e cacao. Gusto denso con struttura tannica morbida e finale lungo con sentore di spezie, nocciola tostata e liquirizia.;vino;40.270355;14.94394
Pietraincatenata;Colore giallo oro. Gusto morbido, denso. Odore complesso di frutta esotica, canditi, albicocche secche. Finale lungo con eleganti note di mandorla tostata, menta e fiori di campo.;vino;40.270355;14.94394
Borgomastro;Colore rosso scuro, segnato da note che spaziano dalla lavanda al lampone, dalla spezia mediterranea ai frutti di bosco.;vino;40.70634663105011;14.921091198921204
Costacielo;All'occhio  di un brillante rosa cerasuolo con riflessi ramati. Al naso si esprime con note affumicate e fruttate fresche su un fondo speziato. Il quadro aromatico  frutto del connubio dei due vitigni che conferiscono una evidente complessit;vino;40.70634663105011;14.921091198921204
Costacielo;All'occhio  di un limpidissimo giallo appena dorato e con riflessi verdi. Al naso esprime un fruttato tropicale su fondo floreale intensissimo, frutto del connubio dei due vitigni che gli conferiscono una note evidente di nocciola e frutta secca.;vino;40.70634663105011;14.921091198921204
Rossomarea;All'occhio  rosso rubino scuro con un denso riflesso viola, al naso si conferma giovane, con piccoli frutti di bosco, ribes rosso, mora, caramella alla rosa, spezie dolci e liquirizia.;vino;40.70634663105011;14.921091198921204
Quartara;Alla vista  netto nella sua integrit, ricco di sfumature dorate e toni verdi. Si esprime con evidenti note speziate di anice e biancospino, melannurca, miele di acacia e castagno, fiori di arancio e camomilla.;vino;40.70634663105011;14.921091198921204
Camporeale;All'occhio  di un limpidissimo giallo con riflessi verdi. Al naso esprime un fruttato tropicale su fondo floreale.;vino;40.70634663105011;14.921091198921204
Camporeale;All'occhio  rosso vivo, al naso si esprime giovane con frutti di bosco, ciliegia e mora.;vino;40.70634663105011;14.921091198921204
Costacielo;All'occhio  rosso rubino vivo con riflessi violacei, al naso si esprime giovane, con piccoli frutti di bosco, fieno maturo, mora e ciliegia.;vino;40.70634663105011;14.921091198921204
Monte di Grazia Bianco;Colore  paglierino. Impronta olfattiva molto suggestiva e nature, con la presentazione di un bouquet complesso ed affascinante, in cui predominano nuances fruttate di agrumi e di nespole, innestate su percezioni di menta e di fieno. Bocca salivante e fresca, in cui lappeal sapido-minerale la fa da padrone. Ritornano note fruttate nel finale decisamente efficace.;vino;40.69442;14.639818
Monte di Grazia Rosso;Nel bicchiere si intravede una veste cromatica rubino scuro, in cui prevale lalta percentuale di tintore. Al naso salgono subito effluvi di ribes, mirtillo, prugna, pepe e ginepro, a cui danno manforte sentori speziati, balsamici e iodati. Sorso che avviluppa il palato con sensazioni calde e leggermente tanniche, subito smorzate da una fresca lama di acidit. Timbro terroso, equilibrato, armonico e ruspante. Retrogusto persistente e godibile.;vino;40.69442;14.639818
Monte di Grazia Rosato;Colore rosato limpido. Profilo olfattivo opulento e variegato, connotato da sentori di fragole, ciliegie, mela cotogna, scorza candita, zenzero, rosa canina, mirto e terriccio. Il sorso atterra sulla lingua soavemente, rilasciando edonistiche sensazioni di sapidit, di acidit e di mineralit. Palato pieno ed avvolgente, stuzzicato da dinamici e morbidi sentori fruttati e floreali. Chiusura leggermente amaricante.;vino;40.69442;14.639818
Core Bianco;"Vino minerale, corposo ma fresco e fortemente di territorio, dal colore giallo paglierino, tendente al giallo pi intenso. Al naso le note floreali di fondono alle note di frutta, con la pera in evidenza. Si riconosce netamente anche un profumo ""tostato"".";vino;40.679463;14.864114
Montevetrano;Montevetrano  un vino profondo ed elegante che parla, in modo moderno, della propria terra nel mondo. Di colore rubino lucente e vivo, al naso note fruttate, ciliegia, ribes.;vino;40.679463;14.864114
Core Rosso;Di un colore granato scuro, il Core  potente. Goloso nel sapore di amarena e carrube,  persistente in bocca, chiudendo con note tanniche.;vino;40.679463;14.864114
Getis;;vino;40.691577;14.649579
Cardamone;;vino;40.691577;14.649579
Borgo di Gete;;vino;40.69149926304817;14.649607390165327
Aliseo;;vino;40.691577;14.649579
Ficonera;;vino;40.322397;14.947323
Paestum;;vino;40.322397;14.947323
Castellabate;;vino;40.322397;14.947323
Tresinus;;vino;40.322397;14.947323
Maroccia;;vino;40.322397;14.947323
Manfredi;;vino;40.45647;15.344385
Auso;;vino;40.45647;15.344385
Alburno;;vino;40.45647;15.344385
Phasis;;vino;40.45647;15.344385
Fratis;Di colore rosso rubino, al naso presenta una nota di vaniglia associata a frutti rossi maturi come mora, prugna. Al palato  intenso ed equilibrato.;vino;40.458958;15.21934
Codacchi;Di colore rosso rubino, al naso si percepiscono note di frutti rossi maturi come mora, amarena. Al gusto  ben equilibrato.;vino;40.458958;15.21934
Sintonie;Di colore giallo paglierino, al naso si percepiscono note di albicocca matura, fichi maturi. Al gusto  fresco, equilibrato con una nota minerale.;vino;40.458958;15.21934
Estro;Di colore giallo paglierino, al naso ricorda ananas, banana. In bocca fresco ed equilibrato.;vino;40.458958;15.21934
Rosaria;Di colore rosa Cerasuolo, al naso si percepiscono note di fragoline di bosco, lamponi, al gusto  equilibrato in termini di acidit e tannicit.;vino;40.458958;15.21934
Massimo;;vino;40.475694;15.060072
Barbera;Di colore rosso rubino con limpidi riflessi porpora. Profumo di frutta fresca. Al palato risultano evidenti i tannini ben maturi che si fondono con una fresca struttura alcolica ed una solida sapidit.;vino;40.475694;15.060072
Ferro Rosso;;vino;40.475694;15.060072
Vigna Girapoggio -Cilento Aglianico;Questo Aglianico si manifesta cos come deve essere, robusto ed energico, forte e riconoscibile, intemperante come un adolescente, ma allo stesso tempo capace di dispensare tutta la sua lunga e piacevolissima morbidezza.;vino;40.334588;15.01668
Vigna Girapoggio - Fiano;Questo Fiano si manifesta strepitoso per la sua freschezza, per la polpa della frutta assolutamente gradevole e piena che gli conferisce gentilezza, eleganza ed esuberante allegria.;vino;40.334588;15.01668
Vigna Girapoggio -Rosato;Questo  un rosato assolutamente particolare, ottenuto da Aglianico in purezza. Rivela tutte le caratteristiche tipiche dellAglianico e, allo stesso tempo, manifesta uninaspettata freschezza e sapidit. E una sorpresa per il palato, come la terra da cui proviene.;vino;40.334588;15.01668
Prime Vigne;Questo  un rosato assolutamente particolare, ottenuto da Aglianico in purezza. Rivela tutte le caratteristiche tipiche dellAglianico e, allo stesso tempo, manifesta uninaspettata freschezza e sapidit.;vino;40.334588;15.01668
Dioniso;Rosso granato intenso allocchio, con riflessi color rubino. Profondi sentori di more, ribes nero e frutti di bosco in genere, aprono lingresso al naso, che poi percepisce richiami terziari di cuoio, tabacco e liquirizia. Di grande struttura al palato, offre un assaggio caldo e corposo, energico nella trama tannica e di lunga persistenza.;vino;40.472177;15.48298
Crai;Vino di colore giallo paglierino con riflessi verdognoli, al naso esprime fresche note floreali e di frutta esotica. Persistente e morbido, al palato evidenzia una buona sapidit e freschezza.;vino;40.231985;15.269339
Piscrai;Vino dal colore rosato intenso, esprime fresche note di frutta rossa. Persistente e morbido, al palato evidenzia una buona sapidit e freschezza.;vino;40.231985;15.269339
Piscriddi;Vino dal colore rosso rubino intenso, al naso esprime fresche note floreali e di frutta rossa matura. Potente e morbido, al palato evidenzia una struttura e freschezza.;vino;40.231985;15.269339
Vigna dei Russi;Vino di punta della nostra azienda, si presenza con un colore rosso rubino molto concentrato, quasi impenetrabile. Al naso esprime complesse note floreali e di frutta rossa matura, con sfumature balsamiche di vaniglia e tostatura. Al palato esprime una trama fittissima, molto potente e morbida con un lungo piacevole finale.;vino;40.231985;15.269339
Petrale;"Colore rosso rubino intenso; un bouquet complesso e intenso che ricorda la ciliegia, la lavanda, frutti di bosco e un peculiare aroma speziato di liquirizia e tabacco biondo. Sapore avvolgente e di elegante decisione in bocca, aroma di prugna, amarena, confettura di more e pepe nero.";vino;40.651136;14.923625
Faiano;"Di colore paglierino, limpido, con riflessi verdi e dorati, profumi intensi di frutta matura, sentori dolci di ginestra e di nocciola; in bocca  fresco, giustamente alcolico, morbido con finale pieno e pulito.";vino;40.651136;14.923625
Tecla Madre;Di colore rosa intenso e vivo, ricorda nettamente la fragola e la ciliegia al naso, si impone con una viva acidit al palato che pure  sostenuta da una buona morbidezza e sapidit.;vino;40.651136;14.923625
Cedro dell'Atlante;Cedrus atlantica(Endl.) Manetti ex Carriere;alberi;40.73593825;15.05718875
Olivo;Olea europaea L.;alberi;40.353172;14.988733
Olivo;Olea europaea L.;alberi;40.42134722;15.07913056
Gelso nero;Morus nigra L.;alberi;40.43129254;15.04776109
Eucalitto rostrato;Eucalyptus camaldulensis Dehnh.;alberi;40.440293;15.016649
Platano orientale;Platanus orientalis L.;alberi;40.7014117;14.7049473
Sofora del Giappone;Styphnolobium japonicum (L.) Schott;alberi;40.69805637;14.70502528
Platano orientale;Platanus orientalis L.;alberi;40.70322808;14.70830323
Platano orientale;Platanus orientalis L.;alberi;40.69997993;14.70468683
Cedro dell'Himalaya;Cedrus deodara(D.Don) G.Don;alberi;40.19919165;15.29876192
Tiglio selvatico;Tilia cordata Mill.;alberi;40.19479371;15.25626592
Tiglio nostrale;Tilia platyphyllos Scop.;alberi;40.33650004;15.65857282
Olivo;Olea europaea L.;alberi;40.282495;15.022787
Ciliegio selvatico;Prunus avium L.;alberi;40.50028795;15.3838966
Cipresso comune;Cupressus sempervirens L.;alberi;40.51115507;15.48994994
Olivo;Olea europaea L.;alberi;40.64444708;14.87361725
Cipresso comune;Cupressus sempervirens L.;alberi;40.64554788;14.89817604
Cipresso comune;Cupressus sempervirens L.;alberi;40.64886178;14.90101455
Platano comune;Platanus acerifolia (Aiton) Willd.;alberi;40.70460063;14.80532214
Pino bruzio;Pinus halepensis var. brutia (Ten) A. Henry syn Pinus brutia Ten.;alberi;40.67881;14.753478
Pino bruzio;Pinus halepensis var. brutia (Ten) A. Henry syn Pinus brutia Ten.;alberi;40.67865965;14.7535208
Tiglio selvatico;Tilia cordata Mill.;alberi;40.70173;14.87178
Cedro dell'Himalaya;Cedrus deodara(D.Don) G.Don;alberi;40.71957;14.87082
Olivo;Olea europaea L.;alberi;40.21583333;15.04636111
Olivo;Olea europaea L.;alberi;40.217;15.04291667
Olivo;Olea europaea L.;alberi;40.20980179;15.04274275
Salice bianco;Salix alba L.;alberi;40.83064335;14.59287092
Platano occidentale;Platanus occidentalis L.;alberi;40.83079729;14.59272578
Leccio;Quercus ilex L.;alberi;40.228767;15.268441
Roverella;Quercus pubescens Willd.;alberi;40.227807;15.270786
Roverella;Quercus pubescens Willd.;alberi;40.22796382;15.2711031
Sughera;Quercus suber L.;alberi;40.0733017;15.60873386
Antiquarium comunale di Agropoli;Luoghi della cultura della provincia di Salerno;generici;40.350815;14.985732
Museo civico di Amalfi;Luoghi della cultura della provincia di Salerno;generici;40.633987;14.604701
Museo della carta di Amalfi;Luoghi della cultura della provincia di Salerno;generici;40.63971;14.600144
